match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,event_id,outcome_name,outcome_id,fixed_market_id,opposition_team
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Xavier Cooks,Sydney Kings,19.5,1.13,BetRight,53684917,Xavier Cooks 20+,1,293280793,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Xavier Cooks,Sydney Kings,24.5,1.57,BetRight,53684917,Xavier Cooks 25+,2,293280794,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Xavier Cooks,Sydney Kings,29.5,2.8,BetRight,53684917,Xavier Cooks 30+,3,293280795,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Xavier Cooks,Sydney Kings,34.5,6,BetRight,53684917,Xavier Cooks 35+,4,293280796,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Kendric Davis,Sydney Kings,29.5,1.2,BetRight,53684918,Kendric Davis 30+,1,293280797,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Kendric Davis,Sydney Kings,34.5,1.6,BetRight,53684918,Kendric Davis 35+,2,293280798,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Kendric Davis,Sydney Kings,39.5,2.5,BetRight,53684918,Kendric Davis 40+,3,293280799,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Kendric Davis,Sydney Kings,44.5,4.5,BetRight,53684918,Kendric Davis 45+,4,293280800,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Kendric Davis,Sydney Kings,49.5,9,BetRight,53684918,Kendric Davis 50+,5,293280801,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Matthew Dellavedova,Sydney Kings,13.5,1.33,BetRight,53684919,Matthew William Dellavedova 14+,1,293280802,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Matthew Dellavedova,Sydney Kings,15.5,1.68,BetRight,53684919,Matthew William Dellavedova 16+,2,293280803,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Matthew Dellavedova,Sydney Kings,17.5,2.2,BetRight,53684919,Matthew William Dellavedova 18+,3,293280804,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Matthew Dellavedova,Sydney Kings,19.5,3.1,BetRight,53684919,Matthew William Dellavedova 20+,4,293280805,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Matthew Dellavedova,Sydney Kings,21.5,4.5,BetRight,53684919,Matthew William Dellavedova 22+,5,293280806,Brisbane Bullets
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Alex Ducas,Brisbane Bullets,11.5,1.25,BetRight,53684920,Alex Ducas 12+,1,293280807,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Alex Ducas,Brisbane Bullets,13.5,1.48,BetRight,53684920,Alex Ducas 14+,2,293280808,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Alex Ducas,Brisbane Bullets,15.5,1.86,BetRight,53684920,Alex Ducas 16+,3,293280809,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Alex Ducas,Brisbane Bullets,17.5,2.4,BetRight,53684920,Alex Ducas 18+,4,293280810,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Alex Ducas,Brisbane Bullets,19.5,3.3,BetRight,53684920,Alex Ducas 20+,5,293280811,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Javon Freeman-Liberty,NA,19.5,1.1,BetRight,53684921,Javon Freeman-Liberty 20+,1,293280812,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Javon Freeman-Liberty,NA,24.5,1.44,BetRight,53684921,Javon Freeman-Liberty 25+,2,293280813,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Javon Freeman-Liberty,NA,29.5,2.25,BetRight,53684921,Javon Freeman-Liberty 30+,3,293280814,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Javon Freeman-Liberty,NA,34.5,4.33,BetRight,53684921,Javon Freeman-Liberty 35+,4,293280815,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Javon Freeman-Liberty,NA,39.5,9,BetRight,53684921,Javon Freeman-Liberty 40+,5,293280816,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Tyrrell Harrison,NA,19.5,1.05,BetRight,53684922,Tyrrell Harrison 20+,1,293280817,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Tyrrell Harrison,NA,24.5,1.25,BetRight,53684922,Tyrrell Harrison 25+,2,293280818,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Tyrrell Harrison,NA,29.5,1.83,BetRight,53684922,Tyrrell Harrison 30+,3,293280819,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Tyrrell Harrison,NA,34.5,3.3,BetRight,53684922,Tyrrell Harrison 35+,4,293280820,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Tyrrell Harrison,NA,39.5,6.75,BetRight,53684922,Tyrrell Harrison 40+,5,293280821,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Mitchell Norton,Brisbane Bullets,11.5,1.45,BetRight,53684923,Mitch Norton 12+,1,293280822,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Mitchell Norton,Brisbane Bullets,12.5,1.62,BetRight,53684923,Mitch Norton 13+,2,293280823,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Mitchell Norton,Brisbane Bullets,13.5,1.88,BetRight,53684923,Mitch Norton 14+,3,293280824,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Mitchell Norton,Brisbane Bullets,14.5,2.2,BetRight,53684923,Mitch Norton 15+,4,293280825,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Mitchell Norton,Brisbane Bullets,15.5,2.6,BetRight,53684923,Mitch Norton 16+,5,293280826,Sydney Kings
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Taylor Terry,NA,14.5,1.04,BetRight,53684924,Taylor Terry 15+,1,293280827,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Taylor Terry,NA,19.5,1.26,BetRight,53684924,Taylor Terry 20+,2,293280828,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Taylor Terry,NA,24.5,1.98,BetRight,53684924,Taylor Terry 25+,3,293280829,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Taylor Terry,NA,29.5,3.75,BetRight,53684924,Taylor Terry 30+,4,293280830,NA
Sydney Kings v Brisbane Bullets,Sydney Kings,Brisbane Bullets,Player PRAs,Taylor Terry,NA,34.5,8,BetRight,53684924,Taylor Terry 35+,5,293280831,NA
