match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Tasmania JackJumpers v Melbourne United,2024-01-19T08:30:00Z,Head To Head,Tasmania JackJumpers,2.05,Melbourne United,1.77,1.053,Palmerbet
Perth Wildcats v Brisbane Bullets,2024-01-19T10:30:00Z,Head To Head,Perth Wildcats,1.39,Brisbane Bullets,3,1.053,Palmerbet
New Zealand Breakers v South East Melbourne Phoenix,2024-01-20T06:30:00Z,Head To Head,New Zealand Breakers,1.25,South East Melbourne Phoenix,4,1.05,Palmerbet
Illawarra Hawks v Adelaide 36ers,2024-01-20T09:00:00Z,Head To Head,Illawarra Hawks,1.42,Adelaide 36ers,2.88,1.051,Palmerbet
