match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Brisbane Bullets v Sydney Kings,2025-01-04T09:00:00Z,Head To Head,Brisbane Bullets,2.3,Sydney Kings,1.6,1.06,Pointsbet
New Zealand Breakers v Perth Wildcats,2025-01-05T03:36:00Z,Head To Head,New Zealand Breakers,3,Perth Wildcats,1.38,1.058,Pointsbet
Tasmania JackJumpers v South East Melbourne Phoenix,2025-01-05T05:36:00Z,Head To Head,Tasmania JackJumpers,1.55,South East Melbourne Phoenix,2.45,1.053,Pointsbet
