match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Montrezl Harrell,Adelaide 36ers,9.5,1.05,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Montrezl Harrell,Adelaide 36ers,14.5,1.3,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Montrezl Harrell,Adelaide 36ers,19.5,2.15,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Montrezl Harrell,Adelaide 36ers,24.5,4.5,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Montrezl Harrell,Adelaide 36ers,29.5,11,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Dejan Vasiljevic,Adelaide 36ers,9.5,1.05,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Dejan Vasiljevic,Adelaide 36ers,14.5,1.15,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Dejan Vasiljevic,Adelaide 36ers,19.5,1.5,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Dejan Vasiljevic,Adelaide 36ers,24.5,2.75,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Dejan Vasiljevic,Adelaide 36ers,29.5,5,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Chris Goulding,Melbourne United,9.5,1.06,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Chris Goulding,Melbourne United,14.5,1.45,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Chris Goulding,Melbourne United,19.5,3,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Chris Goulding,Melbourne United,24.5,5,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Chris Goulding,Melbourne United,29.5,11,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Kendric Davis,Adelaide 36ers,9.5,1.05,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Kendric Davis,Adelaide 36ers,14.5,1.25,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Kendric Davis,Adelaide 36ers,19.5,2,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Kendric Davis,Adelaide 36ers,24.5,3.5,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Kendric Davis,Adelaide 36ers,29.5,9,Betr,Melbourne United
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Jack White,Melbourne United,9.5,1.1,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Jack White,Melbourne United,14.5,1.65,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Jack White,Melbourne United,19.5,3.5,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Jack White,Melbourne United,24.5,9,Betr,Adelaide 36ers
Melbourne United v Adelaide 36ers,Melbourne United,Adelaide 36ers,Player Points,Jack White,Melbourne United,29.5,18,Betr,Adelaide 36ers
