match,home_team,away_team,start_time,market_name,line,under_price,over_price,margin,agency,market
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,2025-03-16T06:30:00.000Z,Total Points Over/Under,196.5,1.9,1.9,1.053,TAB,Total Match Points
