match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Keanu Pinder,Perth Wildcats,Melbourne United,15.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Chris Goulding,Melbourne United,Perth Wildcats,9.5,1.1400000000000001,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Ian Clark,Melbourne United,Perth Wildcats,9.5,1.19,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Corey Webster,Perth Wildcats,Melbourne United,9.5,1.45,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,9.5,1.01,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jo Lual-Acuil,NA,NA,9.5,1.1400000000000001,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Luke Travers,Melbourne United,Perth Wildcats,9.5,1.32,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Keanu Pinder,Perth Wildcats,Melbourne United,9.5,1.1400000000000001,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jordan Usher,Perth Wildcats,Melbourne United,9.5,1.24,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Alexandre Sarr,Perth Wildcats,Melbourne United,9.5,1.78,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Matthew Dellavedova,Melbourne United,Perth Wildcats,9.5,1.35,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Corey Webster,Perth Wildcats,Melbourne United,11.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,19.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Chris Goulding,Melbourne United,Perth Wildcats,29.5,29,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jo Lual-Acuil,NA,NA,29.5,29,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,29.5,7.75,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Keanu Pinder,Perth Wildcats,Melbourne United,29.5,29,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Matthew Dellavedova,Melbourne United,Perth Wildcats,12.5,1.9,1.85,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Alexandre Sarr,Perth Wildcats,Melbourne United,9.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Ian Clark,Melbourne United,Perth Wildcats,24.5,10,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jo Lual-Acuil,NA,NA,24.5,7.5,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Keanu Pinder,Perth Wildcats,Melbourne United,24.5,7.5,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,24.5,3.25,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jordan Usher,Perth Wildcats,Melbourne United,24.5,13,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Chris Goulding,Melbourne United,Perth Wildcats,24.5,7.5,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Matthew Dellavedova,Melbourne United,Perth Wildcats,19.5,5.8,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Chris Goulding,Melbourne United,Perth Wildcats,19.5,2.95,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Corey Webster,Perth Wildcats,Melbourne United,19.5,7.75,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Keanu Pinder,Perth Wildcats,Melbourne United,19.5,2.95,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jordan Usher,Perth Wildcats,Melbourne United,19.5,4.1,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,19.5,1.78,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Luke Travers,Melbourne United,Perth Wildcats,19.5,5.25,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jo Lual-Acuil,NA,NA,19.5,2.95,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Ian Clark,Melbourne United,Perth Wildcats,19.5,3.6,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Ian Clark,Melbourne United,Perth Wildcats,14.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Luke Travers,Melbourne United,Perth Wildcats,12.5,1.8,1.94,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Chris Goulding,Melbourne United,Perth Wildcats,15.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jordan Usher,Perth Wildcats,Melbourne United,13.5,1.8,1.94,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jo Lual-Acuil,NA,NA,15.5,1.87,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Ian Clark,Melbourne United,Perth Wildcats,14.5,1.78,1.87,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Matthew Dellavedova,Melbourne United,Perth Wildcats,14.5,2.35,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jo Lual-Acuil,NA,NA,14.5,1.62,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Jordan Usher,Perth Wildcats,Melbourne United,14.5,1.92,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Keanu Pinder,Perth Wildcats,Melbourne United,14.5,1.62,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Luke Travers,Melbourne United,Perth Wildcats,14.5,2.2,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Alexandre Sarr,Perth Wildcats,Melbourne United,14.5,4.4,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Corey Webster,Perth Wildcats,Melbourne United,14.5,2.7,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,14.5,1.24,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Chris Goulding,Melbourne United,Perth Wildcats,14.5,1.62,NA,Neds
Melbourne United v Perth Wildcats,Melbourne United,Perth Wildcats,Player Points,Bryce Cotton,Perth Wildcats,Melbourne United,34.5,26,NA,Neds
