match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Illawarra Hawks v Melbourne United,2023-10-20 19:35:00,Head To Head,Illawarra Hawks,3.45,Melbourne United,1.3,1.059,Betr
Sydney Kings v Tasmania JackJumpers,2023-10-22 16:05:00,Head To Head,Sydney Kings,1.51,Tasmania JackJumpers,2.44,1.072,Betr
South East Melbourne Phoenix v Brisbane Bullets,2023-10-21 17:35:00,Head To Head,South East Melbourne Phoenix,1.48,Brisbane Bullets,2.6,1.06,Betr
