match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,class_external_id,competition_external_id,event_external_id,market_id,player_id,player_id_unders
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Javale McGee,NA,0.5,1.1,NA,Sportsbet,NA,146,10605,14728712,540330787,2573197237,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,William Hickey,Illawarra Hawks,0.5,1.15,NA,Sportsbet,Sydney Kings,146,10605,14728712,540330787,2573197238,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Xavier Cooks,Sydney Kings,0.5,1.3,NA,Sportsbet,Illawarra Hawks,146,10605,14728712,540330787,2573197236,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Javale McGee,NA,1.5,1.6,NA,Sportsbet,NA,146,10605,14728712,540330788,2573197240,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,William Hickey,Illawarra Hawks,1.5,1.85,NA,Sportsbet,Sydney Kings,146,10605,14728712,540330788,2573197241,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Xavier Cooks,Sydney Kings,1.5,2.55,NA,Sportsbet,Illawarra Hawks,146,10605,14728712,540330788,2573197239,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Javale McGee,NA,3.5,6,NA,Sportsbet,NA,146,10605,14728712,540330790,2573197246,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,William Hickey,Illawarra Hawks,3.5,8.25,NA,Sportsbet,Sydney Kings,146,10605,14728712,540330790,2573197247,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Javale McGee,NA,2.5,2.9,NA,Sportsbet,NA,146,10605,14728712,540330789,2573197243,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,William Hickey,Illawarra Hawks,2.5,3.6,NA,Sportsbet,Sydney Kings,146,10605,14728712,540330789,2573197244,NA
Illawarra Hawks v Sydney Kings,Illawarra Hawks,Sydney Kings,Player Blocks,Xavier Cooks,Sydney Kings,2.5,6,NA,Sportsbet,Illawarra Hawks,146,10605,14728712,540330789,2573197242,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Isaac Humphries,Adelaide 36ers,1.5,1.53,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755154,2575231088,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Zylan Cheatham,Adelaide 36ers,1.5,2.55,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755154,2575231089,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Isaac Humphries,Adelaide 36ers,2.5,2.6,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755155,2575231090,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Zylan Cheatham,Adelaide 36ers,2.5,6,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755155,2575231091,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Isaac Humphries,Adelaide 36ers,0.5,1.08,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755153,2575231086,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Zylan Cheatham,Adelaide 36ers,0.5,1.31,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755153,2575231087,NA
Adelaide 36ers v Cairns Taipans,Adelaide 36ers,Cairns Taipans,Player Blocks,Isaac Humphries,Adelaide 36ers,3.5,5.4,NA,Sportsbet,Cairns Taipans,146,10605,14728718,540755156,2575231092,NA
