match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Montrezl Harrell,Adelaide 36ers,5.5,1.05,Betr,Sydney Kings
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Montrezl Harrell,Adelaide 36ers,7.5,1.2,Betr,Sydney Kings
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Montrezl Harrell,Adelaide 36ers,9.5,1.55,Betr,Sydney Kings
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Montrezl Harrell,Adelaide 36ers,11.5,2.4,Betr,Sydney Kings
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Montrezl Harrell,Adelaide 36ers,13.5,4.4,Betr,Sydney Kings
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Montrezl Harrell,Adelaide 36ers,15.5,8.5,Betr,Sydney Kings
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Xavier Cooks,Sydney Kings,3.5,1.05,Betr,Adelaide 36ers
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Xavier Cooks,Sydney Kings,5.5,1.1,Betr,Adelaide 36ers
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Xavier Cooks,Sydney Kings,7.5,1.45,Betr,Adelaide 36ers
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Xavier Cooks,Sydney Kings,9.5,2,Betr,Adelaide 36ers
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Xavier Cooks,Sydney Kings,11.5,3.5,Betr,Adelaide 36ers
Adelaide 36ers v Sydney Kings,Adelaide 36ers,Sydney Kings,Player Rebounds,Xavier Cooks,Sydney Kings,13.5,7.25,Betr,Adelaide 36ers
