match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Mitchell Creek,South East Melbourne Phoenix,Adelaide 36ers,13.5,8.75,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Isaac Humphries,Adelaide 36ers,South East Melbourne Phoenix,13.5,7.75,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,5.5,3,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Dejan Vasiljevic,Adelaide 36ers,South East Melbourne Phoenix,5.5,3.8,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Isaac Humphries,Adelaide 36ers,South East Melbourne Phoenix,5.5,1.1400000000000001,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Abdel Nader,NA,NA,5.5,1.48,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Trey Kell,Adelaide 36ers,South East Melbourne Phoenix,5.5,1.53,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Mitchell Creek,South East Melbourne Phoenix,Adelaide 36ers,5.5,1.17,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,4.5,2.2,1.62,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Abdel Nader,NA,NA,9.5,4.5,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Mitchell Creek,South East Melbourne Phoenix,Adelaide 36ers,9.5,2.55,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Trey Kell,Adelaide 36ers,South East Melbourne Phoenix,9.5,4.8,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Isaac Humphries,Adelaide 36ers,South East Melbourne Phoenix,9.5,2.35,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Abdel Nader,NA,NA,3.5,1.06,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Trey Kell,Adelaide 36ers,South East Melbourne Phoenix,3.5,1.08,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,3.5,1.52,NA,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Dejan Vasiljevic,Adelaide 36ers,South East Melbourne Phoenix,3.5,1.73,1.88,Neds
South East Melbourne Phoenix v Adelaide 36ers,South East Melbourne Phoenix,Adelaide 36ers,Player Rebounds,Isaac Humphries,Adelaide 36ers,South East Melbourne Phoenix,15.5,16,NA,Neds
