match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey,OutcomeKey_unders
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Matthew Dellavedova,Sydney Kings,3.5,1.0667,NA,Pointsbet,Tasmania JackJumpers,2464655,97339729,1005,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Bryce Hamilton,Tasmania JackJumpers,3.5,1.5556,NA,Pointsbet,Sydney Kings,2464655,97339729,1001,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Kendric Davis,Sydney Kings,3.5,1.6456,NA,Pointsbet,Tasmania JackJumpers,2464655,97339729,1004,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Tyger Campbell,Tasmania JackJumpers,3.5,1.8696,NA,Pointsbet,Sydney Kings,2464655,97339729,1002,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Xavier Cooks,Sydney Kings,3.5,2.15,NA,Pointsbet,Tasmania JackJumpers,2464655,97339729,1003,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Matthew Dellavedova,Sydney Kings,5.5,1.334,NA,Pointsbet,Tasmania JackJumpers,2464655,97339730,1005,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Bryce Hamilton,Tasmania JackJumpers,5.5,3.2,NA,Pointsbet,Sydney Kings,2464655,97339730,1001,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Kendric Davis,Sydney Kings,5.5,3.6,NA,Pointsbet,Tasmania JackJumpers,2464655,97339730,1004,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Tyger Campbell,Tasmania JackJumpers,5.5,4.6,NA,Pointsbet,Sydney Kings,2464655,97339730,1002,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Xavier Cooks,Sydney Kings,5.5,6,NA,Pointsbet,Tasmania JackJumpers,2464655,97339730,1003,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Matthew Dellavedova,Sydney Kings,7.5,2.05,NA,Pointsbet,Tasmania JackJumpers,2464655,97339731,1005,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Bryce Hamilton,Tasmania JackJumpers,7.5,9.5,NA,Pointsbet,Sydney Kings,2464655,97339731,1001,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Kendric Davis,Sydney Kings,7.5,11,NA,Pointsbet,Tasmania JackJumpers,2464655,97339731,1004,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Tyger Campbell,Tasmania JackJumpers,7.5,13,NA,Pointsbet,Sydney Kings,2464655,97339731,1002,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Xavier Cooks,Sydney Kings,7.5,17,NA,Pointsbet,Tasmania JackJumpers,2464655,97339731,1003,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Matthew Dellavedova,Sydney Kings,9.5,4.2,NA,Pointsbet,Tasmania JackJumpers,2464655,97339732,1005,NA
Tasmania JackJumpers v Sydney Kings,Tasmania JackJumpers,Sydney Kings,Player Assists,Bryce Hamilton,Tasmania JackJumpers,9.5,19,NA,Pointsbet,Sydney Kings,2464655,97339732,1001,NA
