match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Justin Robinson,Illawarra Hawks,1.5,1.01,BlueBet,Melbourne United
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Justin Robinson,Illawarra Hawks,3.5,1.25,BlueBet,Melbourne United
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Justin Robinson,Illawarra Hawks,5.5,2.2,BlueBet,Melbourne United
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Justin Robinson,Illawarra Hawks,7.5,5.75,BlueBet,Melbourne United
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Justin Robinson,Illawarra Hawks,9.5,17,BlueBet,Melbourne United
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Shea Ili,Melbourne United,1.5,1.03,BlueBet,Illawarra Hawks
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Shea Ili,Melbourne United,3.5,1.3,BlueBet,Illawarra Hawks
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Shea Ili,Melbourne United,5.5,2.3,BlueBet,Illawarra Hawks
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Shea Ili,Melbourne United,7.5,6,BlueBet,Illawarra Hawks
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Assists,Shea Ili,Melbourne United,9.5,17,BlueBet,Illawarra Hawks
