player_id,player_name,player_first_name,player_last_name,player_team,player_team_id,previous_games,previous_average,previous_total,locked,active,played_status,supercoach_price,points,games,minutes_played,total_rebouds,total_assists,total_steals,total_blocks,total_turnovers,supercoach_position_1,injury_suspension_status,injury_suspension_status_text,supercoach_position_2
138,Will Magnay,Will,Magnay,Tasmania JackJumpers,6,13,31.38,408,FALSE,TRUE,Yet to play,239600,0,0,0,79,24,33,57,-40,CTR,NA,NA,FWD
139,Nick Marshall,Nick,Marshall,Tasmania JackJumpers,6,22,9.82,216,FALSE,TRUE,Yet to play,179100,0,0,0,58,46,27,9,-42,FWD,NA,NA,NA
140,Brody Nunn,Brody,Nunn,Tasmania JackJumpers,6,4,0.75,3,FALSE,TRUE,Yet to play,58500,0,0,0,0,0,0,0,0,GRD,NA,NA,NA
141,Nicholas Stoddart,Nicholas,Stoddart,Tasmania JackJumpers,6,10,9.7,97,FALSE,TRUE,Yet to play,79400,0,0,0,5,12,3,6,-4,GRD,NA,NA,NA
142,Kobe Williamson,Kobe,Williamson,Tasmania JackJumpers,6,0,0,0,FALSE,TRUE,Yet to play,58500,0,0,0,5,0,3,0,-2,FWD,NA,NA,NA
143,Archie Woodhill,Archie,Woodhill,Tasmania JackJumpers,6,4,3.75,15,FALSE,TRUE,Yet to play,58500,0,0,0,0,0,0,0,0,FWD,NA,NA,CTR
144,JaQuori *** McLaughlin,JaQuori,*** McLaughlin,Illawarra Hawks,10,0,0,0,FALSE,FALSE,Yet to play,246700,0,0,0,8,24,0,0,-10,GRD,NA,NA,NA
145,Mason *** Jones,Mason,*** Jones,Perth Wildcats,5,0,0,0,FALSE,FALSE,Yet to play,218900,0,0,0,8,28,9,3,-20,GRD,NA,NA,NA
146,Lamar *** Patterson,Lamar,*** Patterson,Brisbane Bullets,4,0,0,0,FALSE,FALSE,Yet to play,165000,0,0,0,30,44,18,6,-24,GRD,NA,NA,NA
147,Hunter Goodrick,Hunter,Goodrick,Sydney Kings,9,0,0,0,FALSE,TRUE,Yet to play,58500,0,0,0,13,4,0,0,-2,FWD,NA,NA,NA
148,Tad Dufelmeier,Tad,Dufelmeier,Brisbane Bullets,4,4,6,24,FALSE,TRUE,Yet to play,69000,0,0,0,0,0,0,0,-4,GRD,NotPlayingNextRound,Not selected to play in the upcoming round,NA
149,Lachlan Barker,Lachlan,Barker,Cairns Taipans,8,10,2.3,23,FALSE,TRUE,Yet to play,58500,0,0,0,5,4,0,0,-6,GRD,NA,NA,NA
150,Patrick Ryan,Patrick,Ryan,South East Melbourne Phoenix,2,0,0,0,FALSE,TRUE,Yet to play,58500,0,0,0,0,0,3,0,0,GRD,NA,NA,NA
151,Andrew Andrews,Andrew,Andrews,Cairns Taipans,8,0,0,0,FALSE,TRUE,Yet to play,281100,0,0,0,26,128,12,6,-64,GRD,NA,NA,NA
152,Jonah Antonio,Jonah,Antonio,Illawarra Hawks,10,26,9.58,249,FALSE,TRUE,Yet to play,63800,0,0,0,2,0,0,0,0,GRD,NA,NA,NA
153,Biwali Bayles,Biwali,Bayles,Illawarra Hawks,10,0,0,0,FALSE,TRUE,Yet to play,68600,0,0,0,23,36,12,6,-16,GRD,NA,NA,NA
154,Nick Rakocevic,Nick,Rakocevic,Adelaide 36ers,3,0,0,0,FALSE,TRUE,Yet to play,194700,0,0,0,53,16,21,15,-12,FWD,NA,NA,NA
155,Jacob Richards,Jacob,Richards,Tasmania JackJumpers,6,0,0,0,FALSE,TRUE,Yet to play,58500,0,0,0,6,4,3,0,-4,FWD,NA,NA,NA
156,TJ Starks,TJ,Starks,Tasmania JackJumpers,6,NA,NA,NA,FALSE,TRUE,Yet to play,145100,0,0,0,9,22,6,0,-14,GRD,NA,NA,NA
157,Jack Andrew,Jack,Andrew,New Zealand Breakers,7,0,0,0,FALSE,TRUE,Yet to play,58500,0,0,0,0,0,0,0,0,FWD,PlayingNextRound,Selected in starting line up,NA
158,Wes Iwundu,Wes,Iwundu,South East Melbourne Phoenix,2,0,0,0,FALSE,TRUE,Yet to play,215700,0,0,0,12,8,6,3,-10,FWD,NA,NA,NA
159,Dakota Mathias,Dakota,Mathias,Brisbane Bullets,4,0,0,0,FALSE,TRUE,Yet to play,243000,0,0,0,9,6,3,0,-10,GRD,PlayingNextRound,Selected in starting line up,NA
160,David Duke Jnr,David,Duke Jnr,Perth Wildcats,5,0,0,0,FALSE,TRUE,Yet to play,277000,0,0,0,3,8,9,0,-6,GRD,NA,NA,NA
161,Mojave King,Mojave,King,Cairns Taipans,8,17,12.59,214,FALSE,TRUE,Yet to play,151500,0,0,0,11,12,3,0,-2,FWD,NA,NA,GRD
162,Quentin Petersen,Quentin,Petersen,Illawarra Hawks,10,0,0,0,FALSE,TRUE,Yet to play,255100,0,0,0,15,28,9,0,-10,GRD,NA,NA,NA
