match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,9.5,1.1,NA,Pointsbet
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,New Zealand Breakers,Adelaide 36ers,9.5,1.071,NA,Bet365
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,9.5,1.05,NA,BlueBet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,9.5,1.05,NA,Sportsbet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,11.5,1.22,NA,BetRight
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,14.5,1.55,NA,BetRight
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,14.5,1.5,NA,BlueBet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,14.5,1.49,NA,Sportsbet
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,14.5,1.4167,NA,Pointsbet
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,New Zealand Breakers,Adelaide 36ers,14.5,1.4,NA,Bet365
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,16.5,1.9,1.84,TopSport
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,16.5,1.89,1.84,Sportsbet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,17.5,2.03,NA,BetRight
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,New Zealand Breakers,Adelaide 36ers,17.5,1.87,1.87,Bet365
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,17.5,1.8696,1.8696,Pointsbet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,19.5,3,NA,BetRight
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,19.5,2.9,NA,BlueBet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,19.5,2.9,NA,Sportsbet
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,New Zealand Breakers,Adelaide 36ers,19.5,2.5,NA,Bet365
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,19.5,2.35,NA,Pointsbet
New Zealand Breakers v Adelaide 36ers,New Zealand Breakers,Adelaide 36ers,Player Points,Anthony Lamb,NA,NA,24.5,8,NA,BlueBet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,24.5,8,NA,Sportsbet
NA,NA,NA,Player Points,Anthony Lamb,NA,NA,24.5,7.5,NA,BetRight
