match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,4.5,1.04,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,4.5,1.04,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,7.5,1.24,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,9.5,1.67,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,9.5,1.608,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,9.5,1.6,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,9.5,1.57,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,10.5,1.96,1.78,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,10.5,1.87,1.87,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,10.5,1.85,1.9,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,10.5,1.834,1.9091,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,11.5,2.2,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,14.5,4.5,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,14.5,4.4,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,14.5,4.33,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,14.5,3.5,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,19.5,10,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,24.5,19,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ariel Hukporti,Melbourne United,Illawarra Hawks,29.5,21,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,9.5,1.13,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,9.5,1.11,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,9.5,1.1,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,9.5,1.08,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,9.5,1.05,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,11.5,1.24,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.57,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.55,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.54,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.5264,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.52,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.5,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.45,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,16.5,1.96,1.78,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,16.5,1.9091,1.834,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,16.5,1.9,1.85,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,16.5,1.87,1.87,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,16.5,1.8,1.94,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,17.5,2.2,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,3.5,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,3,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,2.95,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,2.9,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,2.8,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,2.75,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,2.7,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,8.75,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,8.5,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,7,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,6.75,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,6.5,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,6.25,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,29.5,16,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,29.5,15.5,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,29.5,15,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,34.5,21,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,39.5,41,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,4.5,1.02,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,7.5,1.15,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.33,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.308,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.3,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.26,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.25,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.22,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,9.5,1.2,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,11.5,1.65,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,12.5,1.8,1.95,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,13.5,1.97,1.77,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,13.5,1.9524,1.8001,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,13.5,1.87,1.87,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,13.5,1.87,1.87,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.7,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.5,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.25,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.25,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.2,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.2,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,14.5,2.15,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,17.5,4.33,NA,BetRight
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,19.5,6.25,NA,Sportsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,19.5,6,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,19.5,5.5,NA,TopSport
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,19.5,5.25,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,19.5,5,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,24.5,17,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,24.5,15.25,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,24.5,13,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,29.5,34,NA,BlueBet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,29.5,23,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,29.5,21,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Gary Clark,Illawarra Hawks,Melbourne United,39.5,41,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ian Clark,Melbourne United,Illawarra Hawks,4.5,1.02,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ian Clark,Melbourne United,Illawarra Hawks,9.5,1.308,NA,Pointsbet
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Ian Clark,Melbourne United,Illawarra Hawks,9.5,1.3,NA,TopSport
