match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,4.5,1.071,NA,Bet365
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,7.5,1.2,NA,BetRight
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,9.5,1.68,NA,Bet365
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,9.5,1.5,NA,Pointsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,9.5,1.48,NA,Sportsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,9.5,1.46,NA,BetRight
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,9.5,1.45,NA,TAB
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,10.5,1.77,1.97,TopSport
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,11.5,2.25,1.6,Bet365
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,11.5,2,1.77,Pointsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,11.5,2,1.75,TAB
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,11.5,1.98,NA,BetRight
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,11.5,1.95,1.79,Sportsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,14.5,4.2,NA,Bet365
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,14.5,3.8,NA,TAB
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,14.5,3.6,NA,BetRight
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,14.5,3.25,NA,Sportsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,14.5,3,NA,Pointsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,17.5,8,NA,BetRight
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,19.5,13.25,NA,Bet365
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,19.5,11,NA,Sportsbet
Sydney Kings v Tasmania JackJumpers,Sydney Kings,Tasmania JackJumpers,Player Points,Alex Toohey,Sydney Kings,Tasmania JackJumpers,19.5,8.5,NA,Pointsbet
