match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,agency
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Alan Williams,South East Melbourne Phoenix,Adelaide 36ers,9.5,1.07,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Alan Williams,South East Melbourne Phoenix,Adelaide 36ers,14.5,1.7,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Alan Williams,South East Melbourne Phoenix,Adelaide 36ers,19.5,5,NA,TAB
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,9.5,1.11,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,14.5,1.54,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,16.5,1.87,1.87,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,19.5,2.8,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,24.5,6.25,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,29.5,15.5,NA,Bet365
Illawarra Hawks v Melbourne United,Illawarra Hawks,Melbourne United,Player Points,Chris Goulding,Melbourne United,Illawarra Hawks,39.5,41,NA,Bet365
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Craig Moller,South East Melbourne Phoenix,Adelaide 36ers,4.5,1.2,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Craig Moller,South East Melbourne Phoenix,Adelaide 36ers,9.5,2.4,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Craig Moller,South East Melbourne Phoenix,Adelaide 36ers,14.5,11,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,9.5,1.1,NA,TopSport
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,9.5,1.07,NA,BlueBet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,9.5,1.07,NA,Sportsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,9.5,1.02,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,11.5,1.22,NA,BetRight
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,14.5,1.61,NA,Sportsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,14.5,1.6,NA,BlueBet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,14.5,1.55,NA,BetRight
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,14.5,1.55,NA,TopSport
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,14.5,1.45,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,15.5,1.82,1.91,Sportsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,16.5,1.95,1.8,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,16.5,1.92,1.82,TopSport
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,17.5,2.25,NA,BetRight
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,19.5,3.6,NA,TAB
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,19.5,3.5,NA,Sportsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,19.5,3.4,NA,BlueBet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,19.5,3,NA,BetRight
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,19.5,2.7,NA,TopSport
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,24.5,11,NA,Sportsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,24.5,10,NA,BlueBet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,24.5,7.5,NA,BetRight
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Browne,South East Melbourne Phoenix,Adelaide 36ers,24.5,7,NA,TopSport
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,9.5,1.125,NA,Pointsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,14.5,1.5,NA,Pointsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,16.5,1.834,1.9091,Pointsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,19.5,2.6,NA,Pointsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,24.5,6,NA,Pointsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,29.5,13,NA,Pointsbet
Adelaide 36ers v South East Melbourne Phoenix,Adelaide 36ers,South East Melbourne Phoenix,Player Points,Gary Brownee,NA,NA,34.5,19,NA,Pointsbet
